,State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
12393,Gujarat,2007,2,11,3,128,1,ZALA GAUTAMBHAI JESANGBHAI,M,INC,47056,65.0,GEN,97577,165999,KATHLAL,GEN,,,4,58.78,48.22,no,2.75,,,,,,2.27,
12397,Gujarat,2007,2,11,3,129,1,CHAUHAN SUNDARSINH BHALABHAI,M,BJP,56566,59.0,GEN,105993,178415,MEHMEDABAD,GEN,,,3,59.41,53.37,no,10.9,,,,,,2.17,
12400,Gujarat,2007,2,11,3,130,1,NATVARSINH FULSINH THAKOR,M,INC,48501,64.0,GEN,96660,172957,MAHUDHA,GEN,,,7,55.89,50.18,no,9.58,,,,,,2.44,
12407,Gujarat,2007,2,11,3,131,1,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),M,BJP,63310,46.0,GEN,118260,179698,NADIAD,GEN,,,5,65.81,53.53,no,11.3,,,,,,2.13,
12412,Gujarat,2007,2,11,3,132,1,VAGHELA SHANKARBHAI DESAIBHAI,M,INC,52338,74.0,GEN,90475,150644,CHAKALASI,GEN,,,3,60.06,57.85,no,18.25,,,,,,2.04,
12415,Gujarat,2007,2,11,3,133,1,PATEL JYOTSNABEN RAJUBHAI,F,BJP,63745,44.0,GEN,143597,227028,ANAND,GEN,,,8,63.25,44.39,no,1.23,,,,,,2.5,
12423,Gujarat,2007,2,11,3,134,1,JAYANTBHAI RAMANBHAI PATEL (BOSKEY),M,NCP,45811,47.0,GEN,96897,146428,SARSA,GEN,,,4,66.17,47.28,no,11.71,,,,,,2.7,
12427,Gujarat,2007,2,11,3,135,1,NIRANJAN PATEL,M,INC,44500,63.0,GEN,91008,137420,PETLAD,GEN,,,5,66.23,48.9,no,3.88,,,HINDU,,,2.27,
12432,Gujarat,2007,2,11,3,136,1,ROHIT AMBALAL ASHABHAI,M,BJP,48636,55.0,SC,95597,147278,SOJITRA,SC,,,3,64.91,50.88,no,6.23,,,,,,2.17,
12435,Gujarat,2007,2,11,3,137,1,CHAUHAN DEVUSINH JESINGBHAI,M,BJP,56914,43.0,GEN,106029,167480,MATAR,GEN,,,2,63.31,53.68,no,7.36,,,,,,2.0,
12437,Gujarat,2007,2,11,3,138,1,AMITKUMAR AJITKUMAR CHAVDA,M,INC,70476,33.0,GEN,116750,181252,BORSAD,GEN,,,6,64.41,60.36,no,27.0,,,HINDU,,,2.13,
12443,Gujarat,2007,2,11,3,139,1,PARMAR RAJENDRASINH DHIRSINH,M,INC,63805,36.0,GEN,109595,177242,BHADRAN,GEN,,,6,61.83,58.22,no,25.27,,,,,,2.22,
12449,Gujarat,2007,2,11,3,140,1,SHUKAL SHIRISHKUMAR MADHUSUDAN,M,BJP,50163,58.0,GEN,102540,169152,CAMBAY,GEN,,,5,60.62,48.92,no,9.83,,,,,,2.5,
12454,Gujarat,2007,2,11,3,141,1,GULSINGHBHAI RANGALABHAI RATHVA,M,BJP,44422,59.0,ST,98300,192358,CHHOTA UDAIPUR,ST,,,5,51.1,45.19,no,6.22,,,,,,2.78,
12459,Gujarat,2007,2,11,3,142,1,MOHANSINH CHHOTUBHAI RATHAVA,M,INC,47040,63.0,ST,97774,165304,JETPUR-I,ST,,,3,59.15,48.11,no,0.96,,,,,,2.22,
12462,Gujarat,2007,2,11,3,143,1,BHIL DHIRUBHAI CHUNILAL,M,INC,47346,55.0,ST,105348,182505,NASVADI,ST,,,8,57.72,44.94,no,3.72,,,,,,2.63,
12470,Gujarat,2007,2,11,3,144,1,TADVI ABHESINH MOTIBHAI,M,BJP,40654,51.0,ST,82004,136030,SANKHEDA,ST,,,7,60.28,49.58,no,11.66,,,,,,2.5,
12477,Gujarat,2007,2,11,3,145,1,SIDDHARTH CHIMANBHAI PATEL,M,INC,47263,53.0,GEN,90667,128689,DABHOI,GEN,,,10,70.45,52.13,no,14.28,,,,,,2.38,
12487,Gujarat,2007,2,11,3,146,1,CHAUHAN KHUMANSINH RAYSINH,M,INC,53229,57.0,GEN,110094,171221,SAVLI,GEN,,,5,64.3,48.35,no,4.94,,,,,,2.38,
12492,Gujarat,2007,2,11,3,147,1,LAKHAWALA BHUPENDRABHAI GATULAL,M,BJP,87566,54.0,GEN,151302,277449,BARODA CITY,GEN,,,6,54.53,57.87,no,19.42,,,,,,2.08,
12498,Gujarat,2007,2,11,3,148,1,JITENDRA SUKHADIYA,M,BJP,165482,61.0,GEN,268616,495111,SAYAJIGANJ,GEN,,,11,54.25,61.61,no,28.27,,,,,,2.04,
12509,Gujarat,2007,2,11,3,149,1,YOGESH PATEL,M,BJP,87589,61.0,GEN,129961,238006,RAOPURA,GEN,,,6,54.6,67.4,no,40.72,,,HINDU,,,1.92,
12515,Gujarat,2007,2,11,3,150,1,SHRIVASTAV MADHUBHAI BABUBHAI,M,BJP,57137,55.0,GEN,115726,183613,VAGHODIA,GEN,,,8,63.03,49.37,no,8.03,,,,,,2.38,
12523,Gujarat,2007,2,11,3,151,1,GOHIL UPENDRASINH PRATAPSINH,M,BJP,64094,53.0,GEN,122524,205555,BARODA RURAL,GEN,,,5,59.61,52.31,no,10.77,,,,,,2.27,
12528,Gujarat,2007,2,11,3,152,1,DINESHBHAI B PATEL (DINU MAMA),M,IND,55069,49.0,GEN,117378,182074,PADRA,GEN,,,6,64.47,46.92,no,12.07,,,,,,2.78,
12534,Gujarat,2007,2,11,3,153,1,DABHI CHANDUBHAI MOTIBHAI,M,INC,50549,59.0,SC,107711,163373,KARJAN,SC,,,4,65.93,46.93,no,2.12,,,,,,2.38,
12538,Gujarat,2007,2,11,3,154,1,KIRANKUMAR LAKSHMANBHAI MAKWANA,M,INC,40085,43.0,GEN,89634,156397,JAMBUSAR,GEN,,,10,57.31,44.72,no,1.12,,,,,,2.56,
12548,Gujarat,2007,2,11,3,155,1,IQBAL PATEL,M,INC,50247,53.0,GEN,105392,157983,VAGRA,GEN,,,8,66.71,47.68,no,4.11,,,,,,2.33,
12556,Gujarat,2007,2,11,3,156,1,DUSHYANTBHAI RAJNIKANT PATEL,M,BJP,73241,42.0,GEN,146737,233009,BROACH,GEN,,,12,62.97,49.91,no,5.7,,,,,,2.22,
12568,Gujarat,2007,2,11,3,157,1,PATEL ISHWARSINH THAKORBHAI,M,BJP,82037,42.0,GEN,148783,221799,ANKLESHWAR,GEN,,,10,67.08,55.14,no,17.34,,,,,,2.27,
12578,Gujarat,2007,2,11,3,158,1,VASAVA CHHOTUBHAI AMARASINHBHAI,M,JD(U),41460,60.0,ST,106156,158631,JHAGADIA,ST,,,4,66.92,39.06,no,7.1,,,,,,3.23,
12582,Gujarat,2007,2,11,3,159,1,VASAVA AMARSINH RAMSINH,M,INC,50105,49.0,ST,141467,199796,DEDIAPADA,ST,,,9,70.81,35.42,no,15.82,,,,,,3.7,
12591,Gujarat,2007,2,11,3,160,1,HARSHADBHAI CHUNILAL VASAVA,M,BJP,37722,37.0,ST,102125,150015,RAJPIPLA,ST,,,10,68.08,36.94,no,0.62,,,,,,3.57,
12601,Gujarat,2007,2,11,3,161,1,PARESHBHAI GOVINDBHAI VASAVA,M,INC,52417,38.0,ST,123694,188403,NIJHAR,ST,,,8,65.65,42.38,no,1.35,,,,,,2.78,
12609,Gujarat,2007,2,11,3,162,1,VASAVA GANPATSINH VESTABHAI,M,BJP,64357,35.0,ST,127321,183446,MANGROL-I,ST,,,5,69.41,50.55,no,10.13,,,,,,2.38,
12614,Gujarat,2007,2,11,3,163,1,VASAVA PRABUBHAI NAGARBHAI,M,INC,60704,37.0,ST,112168,165083,SONGADH,ST,,,7,67.95,54.12,no,36.57,,,,,,2.86,
12621,Gujarat,2007,2,11,3,164,1,GAMIT PUNABHAI DHEDABHAI,M,INC,63535,49.0,ST,119358,175145,VYARA,ST,,,7,68.15,53.23,no,14.64,,,,,,2.33,
12628,Gujarat,2007,2,11,3,165,1,ISHAWARBHAI NARSINHBHAI VAHIA,M,INC,54872,60.0,ST,113562,168355,MAHUVA-I,ST,,,3,67.45,48.32,no,1.69,,,,,,2.22,
12631,Gujarat,2007,2,11,3,166,1,HALPATI KUVARJIBHAI NARSINHBHAI,M,INC,57256,39.0,ST,121152,182603,BARDOLI,ST,,,5,66.35,47.26,no,3.95,,,,,,2.44,
12636,Gujarat,2007,2,11,3,167,1,RATHOD BHARTIBEN AMRUTBHAI,F,BJP,6267,39.0,ST,11993,176306,KAMREJ,ST,,,5,6.8,52.26,no,10.56,,,,,,2.27,
12641,Gujarat,2007,2,11,3,168,1,PATEL KIRITBHAI GANGARAMBHAI,M,BJP,168284,25.0,GEN,267330,512521,OLPAD,GEN,,,8,52.16,62.95,no,32.98,,,,,,2.04,
12649,Gujarat,2007,2,11,3,169,1,VANANI NANUBHAI BHAGVANBHAI,M,BJP,71373,51.0,GEN,124050,204937,SURAT CITY NORTH,GEN,,,10,60.53,57.54,no,18.01,,,,,,2.04,
12659,Gujarat,2007,2,11,3,170,1,GILITWALA RANJITBHAI MANGUBHAI,M,BJP,39607,61.0,GEN,83731,140845,SURAT CITY EAST,GEN,,,11,59.45,47.3,no,2.03,,,,,,2.38,
12670,Gujarat,2007,2,11,3,171,1,KISHOR VANKAWALA,M,BJP,119374,64.0,GEN,185675,323323,SURAT CITY WEST,GEN,,,8,57.43,64.29,no,30.79,,,,,,1.92,
12678,Gujarat,2007,2,11,3,172,1,NAROTTAMBHAI PATEL,M,BJP,584098,71.0,GEN,851398,1593907,CHORASI,GEN,,,11,53.42,68.6,no,40.75,,,HINDU,,,1.82,
12689,Gujarat,2007,2,11,3,173,1,R. C. PATEL,M,BJP,71101,48.0,GEN,119236,191612,JALALPORE,GEN,,,7,62.23,59.63,no,27.79,,,HINDU,,,2.17,
12696,Gujarat,2007,2,11,3,174,1,PATEL MANGUBHAI CHHAGANBHAI,M,BJP,64293,63.0,ST,123339,191270,NAVSARI,ST,,,4,64.48,52.13,no,9.8,,,,,,2.22,
12700,Gujarat,2007,2,11,3,175,1,PATEL LAXMANBHAI PARSOTTAMBHAI,M,BJP,60114,58.0,GEN,109315,173242,GANDEVI,GEN,,,3,63.1,54.99,no,12.09,,,,,,2.08,
12703,Gujarat,2007,2,11,3,176,1,PATEL NARESHBHAI MAGANBHAI,M,BJP,59471,39.0,ST,123876,179671,CHIKHLI,ST,,,4,68.95,48.01,no,1.83,,,,,,2.27,
12707,Gujarat,2007,2,11,3,177,1,PATEL VIJAYBHAI RAMESHBHAI,M,BJP,56860,33.0,ST,117628,199804,DANGS-BANSDA,ST,,,5,58.87,48.34,no,6.7,,,,,,2.5,
12712,Gujarat,2007,2,11,3,178,1,DESAI DOLATRAI NATHUBHAI,M,BJP,68512,76.0,GEN,126767,212556,BULSAR,GEN,,,5,59.64,54.05,no,11.32,,,,,,2.13,
12717,Gujarat,2007,2,11,3,179,1,CHAUDHARI CHHANABHAI KOLUBHAI,M,INC,64243,55.0,ST,123636,184560,DHARAMPUR,ST,,,5,66.99,51.96,no,13.61,,,,,,2.38,
12722,Gujarat,2007,2,11,3,180,1,CHAUDHARY JITUBHAI HIRJIBHAI,M,INC,63865,43.0,ST,145607,206049,MOTA PONDHA,ST,,,6,70.67,43.86,no,12.18,,,,,,3.03,
12728,Gujarat,2007,2,11,3,181,1,PATEL USHABEN GIRISHKUMAR,F,BJP,61738,40.0,ST,118890,192572,PARDI,ST,,,4,61.74,51.93,no,8.97,,,,,,2.22,
12732,Gujarat,2007,2,11,3,182,1,RAMANLAL NANUBHAI PATKAR,M,BJP,85278,55.0,ST,150766,280982,UMBERGAON,ST,,,8,53.66,56.56,no,34.23,,,,,,2.5,
12744,Gujarat,2012,2,12,4,1,1,CHHABILBHAI NARANBHAI PATEL,M,INC,60704,51.0,GEN,143451,143507,ABDASA,GEN,KACHCHH,KACHCHH,8,99.96,42.32,no,5.31,,,,,,2.94,
12750,Gujarat,2012,2,12,4,2,1,CHHEDA TARACHAND JAGSHIBHAI,M,BJP,61984,61.0,GEN,139492,139659,MANDVI,GEN,KACHCHH,KACHCHH,11,99.88,44.44,no,6.1,,,,,,2.78,
12761,Gujarat,2012,2,12,4,3,1,DR. NIMABEN AACHARYA,F,BJP,69174,66.0,GEN,153950,154017,BHUJ,GEN,KACHCHH,KACHCHH,10,99.96,44.93,no,5.83,,,,,,2.7,
12771,Gujarat,2012,2,12,4,4,1,AHIR VASANBHAI GOPALBHAI,M,BJP,64789,54.0,GEN,137376,137529,ANJAR,GEN,KACHCHH,KACHCHH,9,99.89,47.16,no,3.44,,,HINDU,,,2.44,
12779,Gujarat,2012,2,12,4,5,1,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,72988,44.0,SC,138363,138389,GANDHIDHAM,SC,KACHCHH,KACHCHH,8,99.98,52.75,no,15.4,,,,,,2.38,
12786,Gujarat,2012,2,12,4,6,1,VAGHAJIBHAI DHARAMSHIBHAI PATEL,M,BJP,55280,65.0,GEN,118139,118161,RAPAR,GEN,KACHCHH,KACHCHH,10,99.98,46.79,no,7.8,,,,,,2.63,
12797,Gujarat,2012,2,12,4,7,1,SHANKARBHAI LAGDHIRBHAI PATEL (CHAUDHARY),M,BJP,72640,42.0,GEN,175757,175883,VAV,GEN,BANASKANTHA,NORTH GUJARAT,7,99.93,41.33,no,6.78,,,,,,3.12,
12804,Gujarat,2012,2,12,4,8,1,PARABATBHAI SAVABHAI PATEL,M,BJP,68517,61.0,GEN,161793,161800,THARAD,GEN,BANASKANTHA,NORTH GUJARAT,6,100.0,42.35,no,2.15,,,,,,2.78,
12809,Gujarat,2012,2,12,4,9,1,JOITABHAI KASNABHAI PATEL,M,INC,87460,71.0,GEN,158664,158733,DHANERA,GEN,BANASKANTHA,NORTH GUJARAT,6,99.96,55.12,no,19.09,,,,,,2.33,
12818,Gujarat,2012,2,12,4,10,1,KHARADI KANTIBHAI KALABHAI,M,INC,73751,43.0,ST,145647,145752,DANTA,ST,BANASKANTHA,NORTH GUJARAT,7,99.93,50.64,no,18.53,,,,,,2.63,
12822,Gujarat,2012,2,12,4,11,1,MANILAL JETHABHAI VAGHELA,M,INC,90375,58.0,SC,168988,168988,VADGAM,SC,BANASKANTHA,NORTH GUJARAT,8,100.0,53.48,no,12.92,,,,,,2.22,
12837,Gujarat,2012,2,12,4,12,1,MAHESHKUMAR AMRUTLAL PATEL,M,INC,75097,46.0,GEN,157457,157569,PALANPUR,GEN,BANASKANTHA,NORTH GUJARAT,14,99.93,47.69,no,3.36,,,,,,2.33,
12845,Gujarat,2012,2,12,4,13,1,VAGHELA LILADHARBHAI KHODAJI,M,BJP,66294,78.0,GEN,155782,155810,DEESA,GEN,BANASKANTHA,NORTH GUJARAT,13,99.98,42.56,no,11.37,,,,,,3.03,
12858,Gujarat,2012,2,12,4,14,1,CHAUHAN KESHAJI SHIVAJI,M,BJP,76265,50.0,GEN,155786,155826,DEODAR,GEN,BANASKANTHA,NORTH GUJARAT,8,99.97,48.95,no,13.36,,,,,,2.63,
12865,Gujarat,2012,2,12,4,15,1,KHANPURA DHARSHIBHAI LAKHABHAI,M,INC,73900,71.0,GEN,163569,163751,KANKREJ,GEN,BANASKANTHA,NORTH GUJARAT,6,99.89,45.18,no,0.37,,,,,,2.5,
12877,Gujarat,2012,2,12,4,16,1,THAKOR NAGARJI HARCHANDJI,M,BJP,69493,56.0,GEN,151374,151408,RADHANPUR,GEN,PATAN,NORTH GUJARAT,10,99.98,45.91,no,2.53,,,,,,2.5,
12883,Gujarat,2012,2,12,4,17,1,DILIPKUMAR VIRAJIBHAI THAKOR,M,BJP,83462,53.0,GEN,160849,160902,CHANASMA,GEN,PATAN,NORTH GUJARAT,9,99.97,51.89,no,10.46,,,,,,2.27,
12901,Gujarat,2012,2,12,4,18,1,DESAI RANCHHOD MAHIJIBHAI (RANCHHOD RABARI VAKIL),M,BJP,67224,55.0,GEN,163632,163948,PATAN,GEN,PATAN,NORTH GUJARAT,15,99.81,41.08,no,3.59,,,,,,2.94,
12905,Gujarat,2012,2,12,4,19,1,BALVANTSINH CHANDANSINH RAJPUT,M,INC,87518,51.0,GEN,161790,161860,SIDHPUR,GEN,PATAN,NORTH GUJARAT,10,99.96,54.09,no,15.96,,,,,,2.27,
12918,Gujarat,2012,2,12,4,20,1,DHABHI BHARATSIGHJI SANKARJI,M,BJP,68195,57.0,GEN,126747,126903,KHERALU,GEN,PATAN,NORTH GUJARAT,6,99.88,53.8,no,14.51,,,,,,2.27,
12926,Gujarat,2012,2,12,4,21,1,NARAYANBHAI LALLUDAS PATEL,M,BJP,75708,74.0,GEN,135744,135887,UNJHA,GEN,MEHSANA,NORTH GUJARAT,8,99.89,55.77,no,17.83,,,,,,2.22,
12934,Gujarat,2012,2,12,4,22,1,RUSHIKESH GANESHBHAI PATEL,M,BJP,76185,51.0,GEN,141073,141242,VISNAGAR,GEN,MEHSANA,NORTH GUJARAT,10,99.88,54.0,no,20.84,,,,,,2.44,
12942,Gujarat,2012,2,12,4,23,1,RAJANIKANT SOMABHAI PATEL,M,BJP,68447,44.0,GEN,153004,153245,BECHARAJI,GEN,MEHSANA,NORTH GUJARAT,8,99.84,44.74,no,4.22,,,,,,2.7,
12952,Gujarat,2012,2,12,4,24,1,CHAVADA RAMESHBHAI MAGANBHAI,M,INC,84276,59.0,SC,177008,177120,KADI,SC,MEHSANA,NORTH GUJARAT,7,99.94,47.61,no,0.69,,,,,,2.22,
12956,Gujarat,2012,2,12,4,25,1,NITINKUMAR RATILAL PATEL,M,BJP,90134,56.0,GEN,163379,163420,MEHSANA,GEN,MEHSANA,NORTH GUJARAT,14,99.97,55.17,no,14.82,,,HINDU,,,2.17,
12969,Gujarat,2012,2,12,4,26,1,PRAHLADBHAI ISHWARBHAI PATEL,M,INC,70729,62.0,GEN,143575,143715,VIJAPUR,GEN,MEHSANA,NORTH GUJARAT,9,99.9,49.26,no,6.1,,,,,,2.33,
12985,Gujarat,2012,2,12,4,27,1,CHAVDA RAJENDRASINH RANJITSINH (RAJUBHAI CHAVDA),M,INC,85008,46.0,GEN,174598,174855,HIMATNAGAR,GEN,SABARKANTHA,NORTH GUJARAT,18,99.85,48.69,no,7.08,,,,,,2.38,
12996,Gujarat,2012,2,12,4,28,1,RAMANLAL ISHVARLAL VORA,M,BJP,90279,60.0,SC,182842,183205,IDAR,SC,SABARKANTHA,NORTH GUJARAT,7,99.8,49.38,no,6.22,,,,,,2.33,
13003,Gujarat,2012,2,12,4,29,1,ASHWIN KOTVAL,M,INC,88488,48.0,ST,149095,149268,KHEDBRAHMA,ST,SABARKANTHA,NORTH GUJARAT,10,99.88,59.35,no,33.63,,,HINDU,,,2.33,
13014,Gujarat,2012,2,12,4,30,1,ANIL JOSHIYARA,M,INC,95799,60.0,ST,175096,175848,BHILODA,ST,ARVALLI,NORTH GUJARAT,7,99.57,54.71,no,18.01,,,HINDU,,,2.33,
13022,Gujarat,2012,2,12,4,31,1,THAKOR RAJENDRASINH SHIVSINH,M,INC,88879,40.0,GEN,164254,165029,MODASA,GEN,ARVALLI,NORTH GUJARAT,6,99.53,54.11,no,13.92,,,,,,2.22,
13030,Gujarat,2012,2,12,4,32,1,VAGHELA MAHENDRASINH SHANKARSINH,M,INC,74646,48.0,GEN,153695,154050,BAYAD,GEN,ARVALLI,NORTH GUJARAT,6,99.77,48.57,no,23.37,,,,,,2.78,
13035,Gujarat,2012,2,12,4,33,1,BARAIYA MAHENDRASINH KACHARSINH ( ADVOCATE ),M,INC,76097,38.0,GEN,159041,159203,PRANTIJ,GEN,SABARKANTHA,NORTH GUJARAT,10,99.9,47.85,no,4.41,,,,,,2.38,
13044,Gujarat,2012,2,12,4,34,1,RATHOD KAMINIBA BHUPENDRASINH,F,INC,61043,34.0,GEN,128510,128666,DEHGAM,GEN,GANDHINAGAR,NORTH GUJARAT,7,99.88,47.5,no,1.79,,,,,,2.27,
13051,Gujarat,2012,2,12,4,35,1,THAKOR SHAMBHUJI CHELAJI,M,BJP,87999,62.0,GEN,177643,177692,GANDHINAGAR SOUTH,GEN,GANDHINAGAR,NORTH GUJARAT,7,99.97,49.54,no,4.51,,,,,,2.22,
13059,Gujarat,2012,2,12,4,36,1,ASHOKKUMAR RANCHHODBHAI PATEL,M,BJP,73551,51.0,GEN,149432,149822,GANDHINAGAR NORTH,GEN,GANDHINAGAR,NORTH GUJARAT,8,99.74,49.22,no,2.83,,,HINDU,,,2.17,
13066,Gujarat,2012,2,12,4,37,1,CHAUDHARI AMITBHAI HARISINGBHAI,M,INC,78068,31.0,GEN,155449,155565,MANSA,GEN,GANDHINAGAR,NORTH GUJARAT,7,99.93,50.22,no,5.16,,,,,,2.22,
13072,Gujarat,2012,2,12,4,38,1,THAKOR BALDEVJI CHANDUJI,M,INC,64757,51.0,GEN,143097,143158,KALOL-I,GEN,GANDHINAGAR,NORTH GUJARAT,14,99.96,45.25,no,0.24,,,,,,2.44,
13087,Gujarat,2012,2,12,4,39,1,TEJASHREEBEN DILIPKUMAR PATEL,F,INC,84930,48.0,GEN,160985,161100,VIRAMGAM,GEN,AHMEDABAD,AHMEDABAD RURAL,5,99.93,52.76,no,10.55,,,,,,2.17,
13092,Gujarat,2012,2,12,4,40,1,KARAMSIBHAI VIRJIBHAI PATEL,M,INC,73453,57.0,GEN,153772,153891,SANAND,GEN,AHMEDABAD,NORTH GUJARAT,8,99.92,47.77,no,2.7,,,,,,2.33,
13099,Gujarat,2012,2,12,4,41,1,ANANDIBEN MAFATBHAI PATEL,F,BJP,154599,71.0,GEN,207476,207757,GHATLODIA,GEN,AHMEDABAD,NORTH GUJARAT,9,99.86,74.51,no,53.21,2 LEUVA PATEL,IC,HINDU,,,1.64,IC
13113,Gujarat,2012,2,12,4,42,1,CHAUHAN KISHORSINH BABULAL (KISHOR CHAUHAN),M,BJP,113507,54.0,GEN,194988,195162,VEJALPUR,GEN,AHMEDABAD,NORTH GUJARAT,14,99.91,58.21,no,21.02,,,,,,2.08,
13121,Gujarat,2012,2,12,4,43,1,PRADIPSINH BHAGWATSINH JADEJA,M,BJP,95580,50.0,GEN,159479,159483,VATVA,GEN,SURENDRANAGAR,NORTH GUJARAT,15,100.0,59.93,no,29.43,,,,,,2.22,
13140,Gujarat,2012,2,12,4,44,1,SHRI RAKESH SHAH,M,BJP,106631,50.0,GEN,151093,151222,ELLIS BRIDGE,GEN,SURENDRANAGAR,NORTH GUJARAT,7,99.91,70.57,no,50.74,,,,,,1.85,
13145,Gujarat,2012,2,12,4,45,1,AMITBHAI ANILCHANDRA SHAH (AMIT SHAH),M,BJP,103988,48.0,GEN,150160,150295,NARANPURA,GEN,SURENDRANAGAR,NORTH GUJARAT,10,99.91,69.25,no,42.18,,,HINDU,,,1.82,
13153,Gujarat,2012,2,12,4,46,1,PANCHAL JAGDISH ISHWARBHAI,M,BJP,88286,39.0,GEN,143994,144001,NIKOL,GEN,SURENDRANAGAR,NORTH GUJARAT,14,100.0,61.31,no,33.83,,,,,,2.17,
13171,Gujarat,2012,2,12,4,47,1,WADHWANI NIRMALABEN SUNILBHAI,F,BJP,96333,48.0,GEN,145464,145491,NARODA,GEN,SURENDRANAGAR,NORTH GUJARAT,8,99.98,66.22,no,40.11,,,HINDU,,,1.96,
13175,Gujarat,2012,2,12,4,48,1,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,88731,68.0,GEN,140817,140972,THAKKARBAPA NAGAR,GEN,MORBI,SAURASHTRA,10,99.89,63.01,no,34.98,,,,,,2.08,
13186,Gujarat,2012,2,12,4,49,1,RAJPUT JAGRUPSINH GIRDANSINH,M,BJP,51058,59.0,GEN,112725,112834,BAPUNAGAR,GEN,MORBI,SAURASHTRA,14,99.9,45.29,no,2.31,,,,,,2.56,
13200,Gujarat,2012,2,12,4,50,1,HASMUKHBHAI SOMABHAI PATEL,M,BJP,108683,52.0,GEN,161212,161348,AMRAIWADI,GEN,MORBI,SAURASHTRA,8,99.92,67.42,no,40.58,,,,,,1.92,
13215,Gujarat,2012,2,12,4,51,1,GYASUDDIN HABIBUDDIN SHEKH,M,INC,60967,49.0,GEN,123958,124107,DARIAPUR,GEN,RAJKOT,NORTH GUJARAT,16,99.88,49.18,no,2.11,,,,,,2.17,
13226,Gujarat,2012,2,12,4,52,1,BHATT BHUSHAN ASHOK,M,BJP,48058,49.0,GEN,124398,124417,JAMALPUR,GEN,RAJKOT,NORTH GUJARAT,10,99.98,38.63,no,5.09,,,,,,3.03,
13234,Gujarat,2012,2,12,4,53,1,NARENDRA MODI,M,BJP,120470,62.0,GEN,159807,159913,MANINAGAR,GEN,RAJKOT,NORTH GUJARAT,10,99.93,75.38,no,54.05,,,HINDU,,,1.61,
13249,Gujarat,2012,2,12,4,54,1,SHAILESH MANUBHAI PARMAR,M,INC,73573,42.0,SC,137841,137925,DANILIMDA,SC,RAJKOT,NORTH GUJARAT,8,99.94,53.38,no,10.37,,,,,,2.17,
13251,Gujarat,2012,2,12,4,55,1,ARVINDKUMAR GANDALAL PATEL (ARVIND DALAL),M,BJP,107036,58.0,GEN,151819,151999,SABARMATI,GEN,RAJKOT,NORTH GUJARAT,5,99.88,70.5,no,44.52,,,HINDU,,,1.75,
13257,Gujarat,2012,2,12,4,56,1,RAJANIKANT MOHANLAL PATEL (R.M. PATEL),M,BJP,76829,59.0,SC,125263,125360,ASARWA,SC,RAJKOT,NORTH GUJARAT,8,99.92,61.33,no,27.98,,,,,,2.04,
13270,Gujarat,2012,2,12,4,57,1,BABUBHAI JAMNADAS PATEL,M,BJP,95813,64.0,GEN,173918,174045,DASKROI,GEN,RAJKOT,AHMEDABAD RURAL,12,99.93,55.09,no,21.64,,,HINDU,,,2.44,
13275,Gujarat,2012,2,12,4,58,1,CHUDASAMA BHUPENDRASINH MANUBHA,M,BJP,75242,63.0,GEN,144273,144486,DHOLKA,GEN,RAJKOT,AHMEDABAD RURAL,9,99.85,52.15,no,13.06,,,,,,2.38,
13288,Gujarat,2012,2,12,4,59,1,LALJIBHAI CHATURBHAI KOLIPATEL,M,BJP,77573,57.0,GEN,138362,138488,DHANDHUKA,GEN,RAJKOT,AHMEDABAD RURAL,9,99.91,56.07,no,20.44,,,,,,2.27,
13293,Gujarat,2012,2,12,4,60,1,MAKWANA PUNAMBHAI KALABHAI,M,BJP,65404,56.0,SC,133047,133254,DASADA,SC,JAMNAGAR,AHMEDABAD RURAL,7,99.84,49.16,no,8.0,,,,,,2.44,
13310,Gujarat,2012,2,12,4,61,1,SOMABHAI GANDALAL KOLIPATEL,M,INC,72203,72.0,GEN,158180,158200,LIMBDI,GEN,JAMNAGAR,AHMEDABAD RURAL,13,99.99,45.65,no,0.99,,,,,,2.44,
13319,Gujarat,2012,2,12,4,62,1,DOSHI VARSHABEN NARENDRABHAI,F,BJP,83049,52.0,GEN,161617,161631,WADHWAN,GEN,JAMNAGAR,AHMEDABAD RURAL,13,99.99,51.39,no,10.86,,,,,,2.38,
13330,Gujarat,2012,2,12,4,63,1,SHAMJIBHAI BHIMJIBHAI CHAUHAN,M,BJP,72111,52.0,GEN,143834,143854,CHOTILA,GEN,JAMNAGAR,AHMEDABAD RURAL,6,99.99,50.13,no,8.32,,,,,,2.38,
13332,Gujarat,2012,2,12,4,64,1,KAVADIA JAYANTIBHAI RAMJIBHAI,M,BJP,87621,52.0,GEN,184040,184049,DHRANGADHRA,GEN,JAMNAGAR,AHMEDABAD RURAL,13,100.0,47.61,no,9.46,,,,,,2.63,
